#id,enabled / disabled,list of ship types for building,"chance to have, percent",,,type of part,comes in paires (around centerline axis),"group, use same part data for same group",necessary present param of part,put at centerline,put to sides,range-z [-1;+1] define range from back to front of ship,see previos,filtering condition,"additional params:
"30/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[newyork_style])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,1,main_cal,"mount(barbette), or(tag[newyork_style])",,
"31/tower_main///////auto_refit, or(tag[newyork_style])",,"bb, bc",,1,1,tower_main,,,,,,-0.2,1,,"auto_refit, or(tag[newyork_style])",,
"32/gun//mc/main_center/c//main_cal/auto_refit, or(tag[newyork_style])",,"bb, bc",,1,2,gun,,mc,main_center,c,,0.5,1,main_cal,"auto_refit, or(tag[newyork_style])",,
"33/barbette///main_super/c///auto_refit, or(tag[newyork_style])",,"bb, bc",,1,1,barbette,,,main_super,c,,-1,1,,"auto_refit, or(tag[newyork_style])",,
"34/gun//mc/main_center/c//main_cal/auto_refit, or(tag[newyork_style])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,-0.2,main_cal,"auto_refit, or(tag[newyork_style])",,
"35/tower_sec///////auto_refit, or(tag[newyork_style])",,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,"auto_refit, or(tag[newyork_style])",,
"36/funnel///////auto_refit, or(tag[newyork_style])",,"bb, bc",,1,2,funnel,,,,,,-1,1,,"auto_refit, or(tag[newyork_style])",,
"37/gun//mc/main_center/c//main_cal/auto_refit, or(tag[newyork_style])",,"bb, bc",,2,2,gun,,mc,main_center,c,,-1,1,main_cal,"auto_refit, or(tag[newyork_style])",,
"38/gun//mc/main_center/c//main_cal/auto_refit, mount(barbette), or(tag[newyork_style])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,1,main_cal,"auto_refit, mount(barbette), or(tag[newyork_style])",,
"39/gun/p/ms/small_side//s/main_cal/auto_refit, mount(barbette), and(tag[danton_style])",,"bb, bc",,4,6,gun,p,ms,small_side,,s,-0.9,0.9,main_cal,"auto_refit, mount(barbette), and(tag[danton_style])",,
"40/tower_main///////auto_refit, or(tag[sec_tower_little_room])",,"bb, bc",,1,1,tower_main,,,,,,-1,1,,"auto_refit, or(tag[sec_tower_little_room])",,
"41/tower_sec///////auto_refit, or(tag[sec_tower_little_room])",,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,"auto_refit, or(tag[sec_tower_little_room])",,
"42/tower_main///////auto_refit, and(tag[Gun_Sides])",,"bb, bc",,1,1,tower_main,,,,,,0.25,1,,"auto_refit, and(tag[Gun_Sides])",,
"43/gun/p/ms/main_agamemnon_single//s//auto_refit, and(tag[Gun_Sides_Single)",,"bb, bc",,6,6,gun,p,ms,main_agamemnon_single,,s,-1,1,,"auto_refit, and(tag[Gun_Sides_Single)",,
"44/gun/p/ms/small_side//s//auto_refit, and(tag[Gun_Sides])",,"bb, bc",,6,6,gun,p,ms,small_side,,s,0.1,1,,"auto_refit, and(tag[Gun_Sides])",,
"45/gun//ms/small_side//s//auto_refit, and(tag[Gun_Sides])",,"bb, bc",,4,4,gun,,ms,small_side,,s,0.3,1,,"auto_refit, and(tag[Gun_Sides])",,
"46/gun//ms/small_side//s//auto_refit, and(tag[Gun_Sides])",,"bb, bc",,4,4,gun,,ms,small_side,,s,-1,-0.3,,"auto_refit, and(tag[Gun_Sides])",,
"47/tower_main///////auto_refit, and(tag[danton_style])",,"bb, bc",,1,1,tower_main,,,,,,0.01,1,,"auto_refit, and(tag[danton_style])",,
"48/tower_sec///////auto_refit, and(tag[danton_style])",,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,"auto_refit, and(tag[danton_style])",,
"49/funnel///////auto_refit, and(tag[danton_style])",,"bb, bc",,3,6,funnel,,,,,,-1,1,,"auto_refit, and(tag[danton_style])",,
"50/gun//mc/main_center/c//main_cal/auto_refit, and(tag[danton_style])",,"bb, bc",,1,1,gun,,mc,main_center,c,,0.5,1,main_cal,"auto_refit, and(tag[danton_style])",,
"51/gun//mc/main_center/c//main_cal/auto_refit, and(tag[danton_style])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,0.5,main_cal,"auto_refit, and(tag[danton_style])",,
"52/tower_main///////auto_refit, and(tag[german_sides])",,"bb, bc",,1,1,tower_main,,,,,,0.7,1,,"auto_refit, and(tag[german_sides])",,
"53/tower_sec///////auto_refit, and(tag[german_sides])",,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,"auto_refit, and(tag[german_sides])",,
"54/funnel///////auto_refit, and(tag[german_sides])",,"bb, bc",,1,2,funnel,,,,,,-0.5,0.5,,"auto_refit, and(tag[german_sides])",,
"55/gun/p/ms/small_side//s/main_cal/auto_refit, and(tag[german_sides])",,"bb, bc",,4,4,gun,p,ms,small_side,,s,-0.45,0.45,main_cal,"auto_refit, and(tag[german_sides])",,
"56/gun/p/ms/small_side//s/main_cal/auto_refit, and(tag[early_dreadnought])",,"bb, bc",,2,2,gun,p,ms,small_side,,s,-0.35,0.35,main_cal,"auto_refit, and(tag[early_dreadnought])",,
"57/tower_main///////auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,1,1,tower_main,,,,,,0.1,1,,"auto_refit, and(tag[Russian_Central_Turrets])",,
"58/funnel///////auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,1,1,funnel,,,,,,0.21,1,,"auto_refit, and(tag[Russian_Central_Turrets])",,
"59/gun//mc/main_center/c//main_cal/auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,2,2,gun,,mc,main_center,c,,-0.2,0.2,main_cal,"auto_refit, and(tag[Russian_Central_Turrets])",,
"60/tower_sec///////auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,1,1,tower_sec,,,,,,-1,-0.75,,"auto_refit, and(tag[Russian_Central_Turrets])",,
"61/gun//mc/main_center/c//main_cal/auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,1,1,gun,,mc,main_center,c,,0.5,1,main_cal,"auto_refit, and(tag[Russian_Central_Turrets])",,
"62/funnel///////auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,1,1,funnel,,,,,,-1,0.2,,"auto_refit, and(tag[Russian_Central_Turrets])",,
"63/gun//mc/main_center/c//main_cal/auto_refit, and(tag[Russian_Central_Turrets])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-0.5,-1,main_cal,"auto_refit, and(tag[Russian_Central_Turrets])",,
"64/gun//mc/main_center/c//main_cal/auto_refit, or(tag[old_predread])",,bb,,1,1,gun,,mc,main_center,c,,0.8,1,main_cal,"auto_refit, or(tag[old_predread])",,
"65/tower_main///////auto_refit, or(tag[old_predread])",,bb,,1,1,tower_main,,,,,,-1,1,,"auto_refit, or(tag[old_predread])",,
"66/tower_sec///////auto_refit, or(tag[old_predread])",,bb,,1,1,tower_sec,,,,,,-1,1,,"auto_refit, or(tag[old_predread])",,
"67/gun//mc/main_center/c//main_cal/auto_refit, or(tag[old_predread])",,bb,,1,1,gun,,mc,main_center,c,,-1,-0.4,main_cal,"auto_refit, or(tag[old_predread])",,
"68/tower_main///////auto_refit, or(tag[battlecruiser_forward])",,"bb, bc",,1,1,tower_main,,,,,,0.15,1,,"auto_refit, or(tag[battlecruiser_forward])",,
"69/tower_sec///////auto_refit, or(tag[battlecruiser_forward])",,"bb, bc",,1,1,tower_sec,,,,,,-0.5,1,,"auto_refit, or(tag[battlecruiser_forward])",,
"70/funnel///////auto_refit, or(tag[battlecruiser_forward])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[battlecruiser_forward])",,
"71/funnel///////auto_refit, or(tag[battlecruiser_forward])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[battlecruiser_forward])",,
"72/barbette//b/main_super/c///auto_refit, or(tag[battlecruiser_forward])",,"bb, bc",,1,1,barbette,,b,main_super,c,,0.75,1,,"auto_refit, or(tag[battlecruiser_forward])",,
"73/gun//mc/main_center/c//main_cal/auto_refit, mount(barbette), or(tag[battlecruiser_forward])",,"bb, bc",,1,1,gun,,mc,main_center,c,,0.75,1,main_cal,"auto_refit, mount(barbette), or(tag[battlecruiser_forward])",,
"74/gun//mc/main_center/c//main_cal/auto_refit, or(tag[battlecruiser_forward])",,"bb, bc",,1,1,gun,,mc,main_center,c,,0.75,1,main_cal,"auto_refit, or(tag[battlecruiser_forward])",,
"75/tower_main///////auto_refit, or(tag[Small_Foredeck];tag[g2];tag[Late_Cross_Deck];tag[RussianCenterline_Old])",,"bb, bc",,1,1,tower_main,,,,,,0.2,1,,"auto_refit, or(tag[Small_Foredeck];tag[g2];tag[Late_Cross_Deck];tag[RussianCenterline_Old])",,
"76/gun//mc/main_bc/c//main_cal/auto_refit, or(tag[Small_Foredeck];tag[RussianCenterline_Old])",,"bb, bc",,1,1,gun,,mc,main_bc,c,,0.54,1,main_cal,"auto_refit, or(tag[Small_Foredeck];tag[RussianCenterline_Old])",,
"77/tower_sec///////auto_refit, or(tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus])",,"bb, bc",,1,1,tower_sec,,,,,,-1,-0.2,,"auto_refit, or(tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus])",,
"78/gun//mc/main_center/c//main_cal/auto_refit, and(tag[RussianCenterline_Old])",,"bb, bc",,4,6,gun,,mc,main_center,c,,-1,1,main_cal,"auto_refit, and(tag[RussianCenterline_Old])",,
"79/funnel///////auto_refit, or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus])",,
"80/gun/p/ms/main_side//s/main_cal/auto_refit, and(tag[Late_Cross_Deck_plus])",,"bb, bc",,2,2,gun,p,ms,main_side,,s,-0.25,0.25,main_cal,"auto_refit, and(tag[Late_Cross_Deck_plus])",,
"81/funnel///////auto_refit, or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus])",,
"82/gun/p/ms/main_side//s/main_cal/auto_refit, and(tag[Late_Cross_Deck])",,"bb, bc",,2,2,gun,p,ms,main_side,,s,-0.25,0.25,main_cal,"auto_refit, and(tag[Late_Cross_Deck])",,
"83/funnel///////auto_refit, and(tag[Late_Cross_Deck])",,"bb, bc",,1,1,funnel,,,,,,-0.22,1,,"auto_refit, and(tag[Late_Cross_Deck])",,
"84/gun//mc/main_center/c//main_cal/auto_refit, or(tag[old_predread])",,bb,,1,1,gun,,mc,main_center,c,,-0.1,1,main_cal,"auto_refit, or(tag[old_predread])",,
"85/gun//mc/main_center/c//main_cal/auto_refit, or(tag[old_predread])",,bb,,1,1,gun,,mc,main_center,c,,-1,-0.2,main_cal,"auto_refit, or(tag[old_predread])",,
"86/tower_main///////auto_refit, or(tag[RussianCenterline])",,"bb, bc",,1,1,tower_main,,,,,,0.22,1,,"auto_refit, or(tag[RussianCenterline])",,
"87/tower_main///////auto_refit, or(tag[MainTower_Barbette])",,"bb, bc",,1,1,tower_main,,,,,,-0.5,1,,"auto_refit, or(tag[MainTower_Barbette])",,
"88/gun//mc/no_quad/c//main_cal/auto_refit, mount(barbette), or(tag[MainTower_Barbette])",,"bb, bc",,2,100,gun,,mc,no_quad,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[MainTower_Barbette])",,
"89/tower_sec///////auto_refit, or(tag[MainTower_Barbette])",,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,"auto_refit, or(tag[MainTower_Barbette])",,
"90/funnel///////auto_refit, or(tag[MainTower_Barbette])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[MainTower_Barbette])",,
"91/gun//mc/no_quad/c//main_cal/auto_refit, or(tag[MainTower_Barbette])",,"bb, bc",,1,1,gun,,mc,no_quad,c,,-1,1,main_cal,"auto_refit, or(tag[MainTower_Barbette])",,
"92/gun//mc/main_center/c//main_cal/auto_refit, or(tag[Super_Forward])",,"bb, bc",75,2,2,gun,,mc,main_center,c,,-0.14,1,main_cal,"auto_refit, or(tag[Super_Forward])",,
"93/gun//mc/quad/c//main_cal/auto_refit, mount(barbette), or(tag[Only_Quads])",,"bb, bc",,2,100,gun,,mc,quad,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[Only_Quads])",,
"94/gun//mc/main_center/c//main_cal/auto_refit, mount(barbette), or(tag[Super_Forward])",,"bb, bc",,2,100,gun,,mc,main_center,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[Super_Forward])",,
"95/gun//mc/main_center/c//main_cal/auto_refit, or(tag[Super_Forward])",,"bb, bc",75,2,2,gun,,mc,main_center,c,,-0.14,1,main_cal,"auto_refit, or(tag[Super_Forward])",,
"96/tower_main///////auto_refit, or(tag[Super_Forward])",,"bb, bc",,1,1,tower_main,,,,,,-1,1,,"auto_refit, or(tag[Super_Forward])",,
"97/tower_sec///////auto_refit, or(tag[Super_Forward])",,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,"auto_refit, or(tag[Super_Forward])",,
"98/funnel///////auto_refit, or(tag[Super_Forward])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[Super_Forward])",,
"99/barbette//b/main_super_huge/c///auto_refit, or(tag[Yamato_Style])",,"bb, bc",,1,1,barbette,,b,main_super_huge,c,,0.15,1,,"auto_refit, or(tag[Yamato_Style])",,
"100/gun//mc/no_quad/c//main_cal/auto_refit, mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,2,100,gun,,mc,no_quad,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[Yamato_Style])",,
"101/tower_main///big_main////auto_refit, or(tag[Yamato_Style])",,"bb, bc",90,1,1,tower_main,,,big_main,,,-0.25,0.55,,"auto_refit, or(tag[Yamato_Style])",,
"102/gun//mc/no_quad/c//main_cal/auto_refit, or(tag[Yamato_Style])",,"bb, bc",,1,1,gun,,mc,no_quad,c,,-0.01,1,main_cal,"auto_refit, or(tag[Yamato_Style])",,
"103/tower_sec///////auto_refit, or(tag[Yamato_Style])",,"bb, bc",,1,1,tower_sec,,,,,,-0.45,0.55,,"auto_refit, or(tag[Yamato_Style])",,
"104/gun//mc/no_quad/c//main_cal/auto_refit, or(tag[Yamato_Style])",,"bb, bc",,1,1,gun,,mc,no_quad,c,,-1,-0.254,main_cal,"auto_refit, or(tag[Yamato_Style])",,
"105/barbette//b/main_super_huge/c///auto_refit, or(tag[Yamato_Style])",,"bb, bc",,1,1,barbette,,b,main_super_huge,c,,-1,0.01,,"auto_refit, or(tag[Yamato_Style])",,
"106/barbette//c/sec_super_high/c///auto_refit, or(tag[Yamato_Style])",,"bb, bc",,2,100,barbette,,c,sec_super_high,c,,-1,1,,"auto_refit, or(tag[Yamato_Style])",,
"107/gun//sc1//c//sec_cal/auto_refit, mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,2,100,gun,,sc1,,c,,-1,1,sec_cal,"auto_refit, mount(barbette), or(tag[Yamato_Style])",,
"108/gun//mc/no_quad/c//main_cal/auto_refit, mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,2,100,gun,,mc,no_quad,c,,-1,0.01,main_cal,"auto_refit, mount(barbette), or(tag[Yamato_Style])",,
"109/barbette///////auto_refit, delete_unmounted,or(tag[Yamato_Style];tag[Super_Forward])",,"bb, bc",,2,100,barbette,,,,,,-1,1,,"auto_refit, delete_unmounted,or(tag[Yamato_Style];tag[Super_Forward])",,
"110/tower_main///////auto_refit, or(tag[Old_Small_Towers])",,"bb, bc",,1,1,tower_main,,,,,,0.5,1,,"auto_refit, or(tag[Old_Small_Towers])",,
"111/tower_sec///////auto_refit, or(tag[Old_Small_Towers])",,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,"auto_refit, or(tag[Old_Small_Towers])",,
"112/gun//mc/main_center/c//main_cal/auto_refit, or(tag[Old_Small_Towers])",0,"bb, bc",,3,5,gun,,mc,main_center,c,,-1,1,main_cal,"auto_refit, or(tag[Old_Small_Towers])",,
"113/barbette//b/main_super/c///auto_refit, or(tag[BB_Fuso];tag[BB_Fuso_Old])",,"bb, bc",,1,1,barbette,,b,main_super,c,,0.44,1,,"auto_refit, or(tag[BB_Fuso];tag[BB_Fuso_Old])",,
"114/gun//mc/main_g3/c//main_cal/auto_refit, mount(barbette), or(tag[BB_Fuso];tag[BB_Fuso_Old])",,"bb, bc",,2,100,gun,,mc,main_g3,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[BB_Fuso];tag[BB_Fuso_Old])",,
"115/gun//mc/main_center/c//main_cal/auto_refit, or(tag[BB_Fuso];tag[BB_Fuso_Old])",,"bb, bc",,1,1,gun,,mc,main_center,c,,0.44,1,main_cal,"auto_refit, or(tag[BB_Fuso];tag[BB_Fuso_Old])",,
"116/tower_main///////auto_refit, or(tag[BB_Fuso];tag[Forward_Tower])",,"bb, bc",88,1,1,tower_main,,,,,,-0.2,0.44,,"auto_refit, or(tag[BB_Fuso];tag[Forward_Tower])",,
"117/funnel///////auto_refit, or(tag[BB_Fuso])",,"bb, bc",,1,2,funnel,,,,,,-0.5,1,,"auto_refit, or(tag[BB_Fuso])",,
"118/barbette//b/big_barbette/c///auto_refit, or(tag[BB_Modern_Thick])",,"bb, bc",,1,1,barbette,,b,big_barbette,c,,-0.2,1,,"auto_refit, or(tag[BB_Modern_Thick])",,
"119/gun//mc/main_center/c//main_cal/auto_refit, mount(barbette), or(tag[BB_Modern_Thick])",,"bb, bc",,2,100,gun,,mc,main_center,c,,-0.2,1,main_cal,"auto_refit, mount(barbette), or(tag[BB_Modern_Thick])",,
"120/tower_main///////auto_refit, or(tag[BB_Modern_Thick])",,"bb, bc",,1,1,tower_main,,,,,,-0.3,0.25,,"auto_refit, or(tag[BB_Modern_Thick])",,
"121/gun//mc/main_center/c//main_cal/auto_refit, or(tag[BB_Modern_Thick])",,"bb, bc",50,1,1,gun,,mc,main_center,c,,-1,-0.5,main_cal,"auto_refit, or(tag[BB_Modern_Thick])",,
"122/gun//mc/main_center/c//main_cal/auto_refit, or(tag[BB_Modern_Thick])",,"bb, bc",,1,2,gun,,mc,main_center,c,,-0.2,1,main_cal,"auto_refit, or(tag[BB_Modern_Thick])",,
"123/tower_sec///////auto_refit, or(tag[BB_Modern_Thick])",,"bb, bc",,1,1,tower_sec,,,,,,-1,0.25,,"auto_refit, or(tag[BB_Modern_Thick])",,
"124/tower_main///with_barbette////auto_refit, or(tag[g3])",,"bb, bc",33,1,1,tower_main,,,with_barbette,,,-0.2,0.4,,"auto_refit, or(tag[g3])",,
"125/gun//mc/main_center/c//main_cal/auto_refit, mount(barbette), or(tag[g3];tag[g4])",,"bb, bc",,2,100,gun,,mc,main_center,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[g3];tag[g4])",,
"126/barbette//b/main_super/c///auto_refit, or(tag[g3])",,"bb, bc",,1,1,barbette,,b,main_super,c,,0.25,1,,"auto_refit, or(tag[g3])",,
"127/gun//mc/main_g3/c//main_cal/auto_refit, mount(barbette), or(tag[g3])",,"bb, bc",,2,100,gun,,mc,main_g3,c,,0.25,1,main_cal,"auto_refit, mount(barbette), or(tag[g3])",,
"128/gun//mc/main_g3/c//main_cal/auto_refit, or(tag[g3])",,"bb, bc",,1,1,gun,,mc,main_g3,c,,0.25,1,main_cal,"auto_refit, or(tag[g3])",,
"129/tower_main///////auto_refit, or(tag[g3])",,"bb, bc",,1,1,tower_main,,,,,,0.01,1,,"auto_refit, or(tag[g3])",,
"130/barbette//b/main_super/c///auto_refit, or(tag[g3])",,"bb, bc",,1,1,barbette,,b,main_super,c,,-1,-0.3,,"auto_refit, or(tag[g3])",,
"131/gun//mc/main_g3/c//main_cal/auto_refit, mount(barbette), or(tag[g3])",,"bb, bc",,2,100,gun,,mc,main_g3,c,,-1,-0.3,main_cal,"auto_refit, mount(barbette), or(tag[g3])",,
"132/tower_sec///////auto_refit, or(tag[g3])",,"bb, bc",,1,1,tower_sec,,,,,,-0.5,1,,"auto_refit, or(tag[g3])",,
"133/funnel///////auto_refit, or(tag[g3])",,"bb, bc",,1,1,funnel,,,,,,0.2,1,,"auto_refit, or(tag[g3])",,
"134/barbette//b/main_super/c///auto_refit, or(tag[Warspite_Var])",,"bb, bc",,1,1,barbette,,b,main_super,c,,0.4,1,,"auto_refit, or(tag[Warspite_Var])",,
"135/tower_main///////auto_refit, or(tag[Warspite_Var])",,"bb, bc",,1,1,tower_main,,,,,,-1,0.126,,"auto_refit, or(tag[Warspite_Var])",,
"136/gun//mc/main_g3/c//main_cal/auto_refit, mount(barbette), or(tag[Warspite_Var])",,"bb, bc",,2,100,gun,,mc,main_g3,c,,-0.01,1,main_cal,"auto_refit, mount(barbette), or(tag[Warspite_Var])",,
"137/gun//mc/main_g3/c//main_cal/auto_refit, or(tag[Warspite_Var])",,"bb, bc",,1,1,gun,,mc,main_g3,c,,-0.01,1,main_cal,"auto_refit, or(tag[Warspite_Var])",,
"138/gun//mc/main_g3/c//main_cal/auto_refit, or(tag[Warspite_Var])",,"bb, bc",,1,1,gun,,mc,main_g3,c,,-1,-0.55,main_cal,"auto_refit, or(tag[Warspite_Var])",,
"139/tower_sec///////auto_refit, or(tag[Warspite_Var])",,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,"auto_refit, or(tag[Warspite_Var])",,
"140/funnel///////auto_refit, or(tag[Warspite_Var])",,"bb, bc",,1,1,funnel,,,,,,-1,1,,"auto_refit, or(tag[Warspite_Var])",,
"141/barbette//b/main_super/c///auto_refit, or(tag[Mixed_Quads])",,"bb, bc",,1,1,barbette,,b,main_super,c,,0.25,1,,"auto_refit, or(tag[Mixed_Quads])",,
"142/barbette//b/main_super/c///auto_refit, or(tag[Mixed_Quads])",,"bb, bc",,1,1,barbette,,b,main_super,c,,-1,-0.45,,"auto_refit, or(tag[Mixed_Quads])",,
"143/gun//mc/main_center/c//main_cal/auto_refit, mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,2,100,gun,,mc,main_center,c,,-1,1,main_cal,"auto_refit, mount(barbette), or(tag[Mixed_Quads])",,
"144/tower_main///////auto_refit, or(tag[Mixed_Quads])",,"bb, bc",,1,1,tower_main,,,,,,-0.9,0.54,,"auto_refit, or(tag[Mixed_Quads])",,
"145/tower_sec///////auto_refit, or(tag[Mixed_Quads])",,"bb, bc",,1,1,tower_sec,,,,,,-0.55,0.25,,"auto_refit, or(tag[Mixed_Quads])",,
