#id,name for ui,enabled / disabled,is playable or else grayed button,description for briefing,"detailed description (if necessary, can be empty)",picture for ui,time limit,money limit for shipbuilding,"victory condition:
ironclad_3,$MissionData_Name_ironclad_3,0,1,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,_GameTip_Battleship_SplashFiring,30:00,14700000,,"ironclad_virginia, ironclad_monitor",,,1890,tb_standard(2;0.3),1890,1200,500,"crutch_wl, no_retreat, dont_shoot_torpedoes(enemy)",,,$MissionData_ss1_ironclad_1,$MissionData_tt1_ironclad_2,$compTypes_name_armor,$MissionData_tt2_ironclad_2,$Ui_World_PopWindows_Speed,$MissionData_tt3_ironclad_2,$MissionData_ss1_complex_test_6,$MissionData_tt4_ironclad_2,"tech(projectile_explosive;3),  tech(projectile_shell;3)","tech(armor_quality;2), tech(armor_forging;2), tech(hull_strength;2), tech(surv_internal;2)","tech(engine_engine;2), tech(engine_boiler;2), tech(engine_special;2) ",money(+800000),,,,,,,,,,,11300000,14700000
gun_test_1,$MissionData_Name_gun_test_1,,,$MissionData_Goal_gun_test_1,$MissionData_Desc_gun_test_1,Bremen_Class_Cruiser,15:00,65000000,,b_2,1,,1890,cl_1_rambow(1;1),1907,4000,500,"no_retreat, daytime(daytime_day), weather(weather_cloud)",3500,3500,$MissionData_ss1_target_practice_1,$MissionData_tt1_target_practice_1,$MissionData_ss2_target_practice_1,$MissionData_tt2_target_practice_1,$MissionData_ss3_target_practice_1,$MissionData_tt3_target_practice_1,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,tech(gun_sec;10),tech(gun_main;10),"tech(gun_sec;4), tech(gun_main;5), tech(projectile_explosive;2)",,,,,,,,,,,,62500000,81300000
gun_test_2,$MissionData_Name_gun_test_2,,,$MissionData_Goal_gun_test_2,$MissionData_Desc_gun_test_2,HMS_Goliath_Gallipoli,30:00,65000000,,"b_2, ca_1_small_austria, b1_tsesarevich_france",,,1890,b_1_russia(1;1),1898,2800,600,"no_retreat, armor(279.4), weather(weather_cloud), daytime(daytime_day)",4000,4000,$MissionData_ss1_target_practice_1,$MissionData_tt1_target_practice_1,$MissionData_ss2_target_practice_1,$MissionData_tt2_target_practice_1,$MissionData_ss3_target_practice_1,$MissionData_tt3_target_practice_1,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,tech(gun_sec;10),tech(gun_main;10),"tech(gun_sec;4), tech(gun_main;5), tech(projectile_explosive;2)",,,,,,,,,,,,62500000,81300000
speed_test_1,$MissionData_Name_speed_test_1,,,$MissionData_Goal_speed_test_1,$MissionData_Desc_speed_test_1,Denver_Class_Cruiser,20:00,56000000,close,dd_1_japan,1,,1900,dd_1(1),1903,1000,,"run_away, dont_shoot(both)",4000,4000,$MissionData_ss1_speed_test_1,$MissionData_tt1_speed_test_1,$MissionData_ss2_speed_test_1,$MissionData_tt2_speed_test_1,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(engine_engine;20), tech(engine_boiler;20)","tech(hull_strength;10), tech(engine_engine;10), tech(engine_boiler;10), tech(engine_special;10) ",,,,,,,,,,,,,15600000,20300000
speed_test_2,$MissionData_Name_speed_test_2,,,$MissionData_Goal_speed_test_2,$MissionData_Desc_speed_test_2,Astrea_Class,30:00,32500000,,cl_1_straightbow,1,,1900,dd_1(1),1905,1500,500,"run_away, weather(weather_overcast)",4000,4000,$MissionData_ss1_speed_test_1,$MissionData_tt1_speed_test_2,$MissionData_ss2_speed_test_1,$MissionData_tt2_speed_test_1,$MissionData_ss3_speed_test_2,$MissionData_tt3_speed_test_2,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(engine_engine;15), tech(engine_boiler;15)","tech(hull_strength;5), tech(engine_engine;5), tech(engine_boiler;5), tech(engine_special;10) ","tech(gun_sec;5), tech(gun_main;5),
tech(armor_quality;8)",,,,,,,,,,,,24100000,31300000
torpedo_test,$MissionData_Name_torpedo_test,,,$MissionData_Goal_torpedo_test,$MissionData_Desc_torpedo_test,_GameTip_ShipSinking2,30:00,12500000,,tb_lowbow,,,1895,b_1(1;1),1897,4000,500,"armor(254), no_retreat, daytime(daytime_night)",1550,4000,$MissionData_ss1_torpedo_test,$MissionData_tt1_torpedo_test,$MissionData_ss2_torpedo_test,$MissionData_tt2_torpedo_test,$MissionData_ss3_torpedo_test,$MissionData_tt3_torpedo_test,$MissionData_ss1_complex_test_6,$MissionData_tt4_torpedo_test,tech(torpedo_tubes;5),tech(torpedo_prop;5),"tech(torpedo_tubes;1), tech(torpedo_prop;2), tech(torpedo_size;1), tech(engine_engine;3)",money(+4000000),,,,,,,,,,,12500000,16300000
complex_test_1,$MissionData_Name_complex_test_1,,,$MissionData_Goal_complex_test_1,$MissionData_Desc_complex_test_1,A-Class_TB,60:00,60000000,,b_2,1,,1890,"tb_standard(3;1), tb_standard(2;0.56), tb_lowbow(1;1)",1899,4000,500,"no_retreat, weather(weather_rain), daytime(daytime_day)",4000,1000,$MissionData_ss1_target_practice_1,$MissionData_tt1_complex_test_1,$MissionData_ss2_target_practice_1,$MissionData_tt2_complex_test_1,$MissionData_ss1_speed_test_1,$MissionData_tt3_complex_test_1,$MissionData_ss2_speed_test_1,$MissionData_tt4_complex_test_1,tech(gun_sec;10),tech(gun_main;10),"tech(engine_engine;10), tech(engine_boiler;10), tech(engine_special;10) ","tech(gun_sec;5), tech(gun_main;5), tech(engine_special;5) ",,,,,,,,,,,51300000,66700000
complex_test_tactics,$MissionData_Name_complex_test_tactics,,,$MissionData_Goal_complex_test_tactics,$MissionData_Desc_complex_test_tactics,_GameTip_USS_Maine_old_pic,150:00,32500000,"kill(100), protect(100)",b1_maine,1,,1890,"cl_1_straightbow(1;0.55), cl_1_straightbow_early(1;1), cl_1_straightbow_early(1;0.5), cl_maine_threemast(1;0.7), ca_2(1;0.6)",1892,4500,1000,"no_retreat, country_player(usa), country_enemy(spain) , weather(weather_cloud)",2700,2000,$Ui_World_PopWindows_Proceed,$MissionData_tt1_complex_test_tactics,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,money(+0),,,,,,,,,,,,,,25000000,32500000
complex_test_10_new,$MissionData_Name_complex_test_10,,,$MissionData_Goal_complex_test_10_new,$MissionData_Desc_complex_test_10,_GameTip_Battleship_Firing5,150:00,70000000,"kill(75), protect(40)","b1_russiaold, b1_germany_mission(1), ca_1_small_austria, ca_1_small_austria2, tb_lowbow, cl_1_austrian",,"ca_1_small_austria2(1;0.5),  cl_1_austrian(1;0.5), tb_lowbow(2;0.5)",1890,"b1_russiaold(1;0.85), b1_russiaold(1;0.75), cl_1_straightbow(1;0.75), ca_1_small(1;0.75), tb_highbow(3;0.3)",1892,12000,1000,"random_pos, no_retreat, daytime(daytime_morning), weather(weather_overcast)",2000,2000,$MissionData_ss1_complex_test_10_new,$MissionData_tt1_complex_test_10_new,$MissionData_ss2_complex_test_10_new,$MissionData_tt2_complex_test_10_new,$MissionData_ss2_speed_test_1,$MissionData_tt3_complex_test_10_new,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_8,"tech(gun_sec;5), tech(gun_main;5), tech(aim_control;5), tech(gun_layout;5), tech(gun_mech;5), tech(projectile_shell;5), tech(projectile_explosive;5) ","tech(armor_quality;5), tech(armor_forging;5), tech(hull_strength;5), tech(surv_internal;5), tech(engine_engine;3), tech(engine_boiler;3), tech(engine_special;3) ","tech(gun_sec;3), tech(gun_main;3), tech(armor_quality;3), tech(hull_strength;3), tech(surv_internal;3), tech(engine_boiler;3), tech(engine_special;3), tech(projectile_explosive;2) ",money(+60000000),,,,,,,,,,,56300000,73200000
New_Mission_1,$MissionData_Name_New_Mission_1,,,$MissionData_Goal_New_Mission_1,$MissionData_Desc_New_Mission_1,HMS_Agamemnon_1909,150:00,162500000,"kill(100;bb), protect(50;bb), protect(30;ca)","b2_friedrich, b1_germany_mission2, ca_3",,cl_1_rambow(2;0.5),1903,"b3_britain(1;1), cl_2_straightbow(2;0.7)",1906,8600,1000,"no_retreat, daytime(daytime_morning)",4000,4000,$MissionData_ss1_New_Mission_1,$MissionData_tt1_New_Mission_1,$MissionData_ss1_speed_test_1,$MissionData_tt1_speed_test_2,$MissionData_ss1_complex_test_6,$MissionData_tt3_New_Mission_1,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(gun_sec;4), tech(gun_main;4), tech(aim_control;4), tech(gun_mech;4), tech(projectile_explosive;3)","tech(armor_quality;3), tech(armor_forging;3), tech(hull_strength;3), tech(surv_internal;2), tech(engine_engine;1), tech(engine_boiler;1), tech(engine_special;1), tech(projectile_explosive;1) ",money(+14500000),,,,,,,,,,,,125000000,162500000
New_Mission_3,$MissionData_Name_New_Mission_3,,,$MissionData_Goal_New_Mission_3,$MissionData_Desc_New_Mission_3,SanGiorgio_Class_Cruiser,150:00,210000000,"kill(100;ca), protect(100;tr)","b3_britain, ca_3,  cl_3, cl_2_medium_strbow",,"tr(1;0.5), tr(1;0.5)",1904,"ca_4_italy(1;0.9), ca_4_italy(2;0.75)",1909,13000,500,"no_retreat, daytime(daytime_morning), weather(weather_cloud)",4000,4000,$MissionData_ss1_New_Mission_3,$MissionData_tt1_New_Mission_1,$MissionData_ss1_speed_test_1,$MissionData_tt2_New_Mission_3,$MissionData_ss3_New_Mission_3,$MissionData_tt3_New_Mission_3,$MissionData_ss1_complex_test_6,$MissionData_tt3_New_Mission_1,"tech(gun_sec;3), tech(gun_main;3), tech(aim_control;3), tech(gun_mech;3), tech(projectile_explosive;3), tech(aim_rangefinder;2), tech(gun_layout;2)","tech(engine_engine;4), tech(engine_boiler;4), tech(engine_special;4), tech(hull_strength;6)","tech(armor_quality;3), tech(armor_forging;3), tech(hull_strength;3), tech(surv_internal;3), tech(surv_hull;3)",money(+55000000),,,,,,,,,,,175000000,227500000
complex_test_3,$MissionData_Name_complex_test_3,,,$MissionData_Goal_complex_test_3,$MissionData_Desc_complex_test_3,The_Battle_of_Santiago_de_Cuba,10:00,231500000,,"bc_1, ca_3, cl_3, cl_2_medium, cl_2_rambow ",,,1908,"tr(5;0.4), tr(7;0.5),  tr(4;0.5), tr(4;0.7)",1900,7000,500,"daytime(daytime_night), weather(weather_overcast)",6000,4000,$MissionData_ss1_New_Mission_1,$MissionData_tt1_New_Mission_1,$MissionData_ss1_complex_test_5,$MissionData_tt1_complex_test_5,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(gun_sec;7), tech(gun_main;7), tech(aim_control;7), tech(gun_mech;7)","tech(projectile_shell;10), tech(projectile_explosive;10), tech(torpedo_tubes;7), tech(torpedo_prop;7), tech(torpedo_size;7)",money(+65000000),,,,,,,,,,,,178100000,231500000
complex_test_4,$MissionData_Name_complex_test_4,,,$MissionData_Goal_complex_test_4,$MissionData_Desc_complex_test_4,Asama_Class_Cruiser,60:00,245000000,kill(100;tr),"bc_1, ca_3, cl_3, cl_2_medium, cl_2_rambow, cl_2_emden, cl_3_emden, ca_3_warrior",,,1908,"tr(4;0.4), tr(4;0.5), tr(4;0.7), b_2_borodino(2;0.55), ca_3(1;0.4), cl_2_medium(1;0.7), cl_2_medium_strbow(1;0.6)",1907,11000,500,"no_retreat, daytime(daytime_morning), weather(weather_overcast)",5000,,$MissionData_ss1_New_Mission_1,$MissionData_tt1_New_Mission_1,$MissionData_ss1_complex_test_5,$MissionData_tt1_complex_test_5,$MissionData_ss2_complex_test_18,$MissionData_tt3_complex_test_4,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_3,"tech(gun_sec;7), tech(gun_main;7), tech(aim_control;7), tech(gun_mech;7)","tech(projectile_shell;10), tech(projectile_explosive;10), tech(torpedo_tubes;7), tech(torpedo_prop;7), tech(torpedo_size;7)","tech(armor_quality;8), tech(hull_strength;5), tech(engine_engine;5), tech(engine_boiler;5), tech(engine_special;10) ",money(+117500000),,,,,,,,,,,215600000,280300000
complex_test_5,$BattleType_AttackerTitle_destroyer_attack,,,$MissionData_Goal_complex_test_5,$MissionData_Desc_complex_test_5,Acheron_Class_Destroyers,60:00,200000000,kill(100;tr),"dd_4, dd_3, dd_2",,,1914,"tr(4;0.6), tr(3;0.7), tr(3;0.9), ca_3(1;1)",1925,7000,1500,"no_retreat, daytime(daytime_morning), weather(weather_cloud)",4000,,$MissionData_ss1_complex_test_5,$MissionData_tt1_complex_test_5,$MissionData_ss2_complex_test_5,$MissionData_tt2_complex_test_5,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(torpedo_tubes;10), tech(torpedo_prop;10), tech(torpedo_size;10),
tech(projectile_shell;10), tech(projectile_explosive;10) ","tech(torpedo_tubes;2), tech(torpedo_prop;2, tech(torpedo_size;2),
tech(projectile_shell;4), tech(projectile_explosive;4),
tech(armor_quality;4), tech(hull_strength;4), tech(engine_engine;4), tech(engine_boiler;4), tech(engine_special;4) ",,,,,,,,,,,,,200000000,260000000
complex_test_6,$MissionData_Name_complex_test_6,,,$MissionData_Goal_complex_test_6,$MissionData_Desc_complex_test_6,Battleship_Brennus,150:00,875000000,,"b1_germany_mission, b_1(0.8), b_2(0.8)",,,1890,bb_1(2;0.7),1914,11000,3000,"no_retreat, speed(21), armor(254)",,,$MissionData_ss1_complex_test_6,$MissionData_tt1_complex_test_6,$MissionData_ss1_complex_test_19,$MissionData_tt2_complex_test_6,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,money(+550000000),"tech(gun_layout;15), tech(gun_sec;15), tech(gun_main;15), tech(aim_control;15), tech(gun_mech;15), tech(armor_quality;7), tech(engine_engine;5), tech(engine_boiler;5)",,,,,,,,,,,,,750000000,975000000
complex_test_18,$MissionData_Name_complex_test_18,,,$MissionData_Goal_complex_test_18,$MissionData_Desc_complex_test_18,HMS_Invincible,80:00,130000000,,bc_1_britain,1,,1903,bb_1_german(1;1),1908,14000,2000,no_retreat,4000,4000,$MissionData_ss1_complex_test_10_new,$MissionData_tt1_complex_test_10_new,$MissionData_ss2_complex_test_18,$MissionData_tt2_complex_test_10_new,$MissionData_ss1_speed_test_1,$MissionData_tt3_complex_test_10_new,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_8,"tech(gun_sec;5), tech(gun_main;5), tech(aim_control;5), tech(gun_layout;10), tech(gun_mech;5), tech(projectile_shell;5), tech(projectile_explosive;5) ","tech(armor_quality;3), tech(armor_forging;3), tech(hull_strength;3), tech(surv_internal;3), tech(engine_engine;3), tech(engine_boiler;3), tech(engine_special;3)","tech(gun_sec;3), tech(gun_main;3),  tech(gun_layout;6), tech(armor_quality;1), tech(hull_strength;2), tech(surv_internal;2), tech(engine_engine;2), tech(engine_boiler;2), tech(engine_special;2)",money(+80000000),,,,,,,,,,,100000000,130000000
complex_test_13,$MissionData_Name_complex_test_13,,,$MissionData_Goal_complex_test_13,$MissionData_Desc_complex_test_13,HMS_Iron_Duke,150:00,272500000,,"bb_1(0.6), bb_1_usa, bb_1_german_mission, bb_1_russia_mission",1,,1903,"b3_britain(1;0.66), b2_friedrich(1;0.75), ca_2(2;0.75), cl_3_straightbow_tall(1;0.4), cl_3_straightbow_tall(1;0.4)",1905,12000,2000,"no_retreat, weather(weather_cloud)",4000,4000,$MissionData_ss1_complex_test_10_new,$MissionData_tt1_complex_test_10_new,$MissionData_ss2_complex_test_18,$MissionData_tt2_complex_test_10_new,$MissionData_ss2_speed_test_1,$MissionData_tt3_complex_test_10_new,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_8,"tech(gun_sec;5), tech(gun_main;5), tech(aim_control;5), tech(gun_layout;10), tech(gun_mech;5), tech(projectile_shell;5), tech(projectile_explosive;5) ","tech(armor_quality;3), tech(armor_forging;3), tech(hull_strength;3), tech(surv_internal;3), tech(engine_engine;3), tech(engine_boiler;3), tech(engine_special;3)","tech(gun_sec;3), tech(gun_main;3),  tech(gun_layout;6), tech(armor_quality;1), tech(hull_strength;2), tech(surv_internal;2), tech(engine_engine;2), tech(engine_boiler;2), tech(engine_special;2)",money(+80000000),,,,,,,,,,,225000000,292500000
complex_test_2,$MissionData_Name_complex_test_2,,,$MissionData_Goal_complex_test_2,$MissionData_Desc_complex_test_2,SMS_Szent Istvan_Sank,60:00,162500000,,"tb_standard, dd_1, dd_1_austria, dd_3_france",,,1912,bb_1(1;1),1915,7500,500,"speed(21), armor(254), daytime(daytime_morning), weather(weather_cloud)",3000,3000,$MissionData_ss1_complex_test_10_new,$MissionData_tt1_complex_test_2,$MissionData_ss2_torpedo_test,$MissionData_tt2_complex_test_2,$MissionData_ss3_complex_test_2,$MissionData_tt3_complex_test_2,$MissionData_ss1_complex_test_6,$MissionData_tt4_torpedo_test,"tech(torpedo_tubes;10), tech(torpedo_size;1)","tech(torpedo_prop;10), tech(torpedo_size;1)","tech(torpedo_tubes;2), tech(torpedo_prop;2), tech(torpedo_size;2), tech(engine_engine;2)",money(+60000000),,,,,,,,,,,125000000,162500000
complex_test_12,$MissionData_Name_complex_test_12,,,$MissionData_Goal_complex_test_12,$MissionData_Desc_complex_test_12,_GameTip_Smoke_Screen,90:00,24400000,"kill(75), protect(100;bb), protect(10;dd)","dd_1,dd_2_russia",6,b1_tsesarevich_france(1;1),1899,"ca_2_friedrich(2;0.55), tb_lowbow(2;0.7), tb_highbow_large(1;0.75), tb_highbow_large(1;0.5), tb_highbow(2;0.75), tb_standard(2;0.8), tb_highbow(2;0.35)",1902,8500,1000,"no_retreat, daytime(daytime_morning), weather(weather_overcast)",2000,1400,$MissionData_ss1_complex_test_12,$MissionData_tt1_complex_test_12,$MissionData_ss2_complex_test_12,$MissionData_tt2_complex_test_12,$MissionData_ss2_complex_test_10_new,$MissionData_tt3_complex_test_12,$MissionData_ss1_complex_test_6,$MissionData_tt4_complex_test_12,"tech(gun_sec;5), tech(aim_control;5), tech(gun_mech;5), tech(projectile_shell;5), tech(projectile_explosive;5), tech(torpedo_tubes;1), tech(torpedo_prop;1), tech(engine_engine;1)","tech(gun_sec;1), tech(gun_mech;1), tech(projectile_shell;1), tech(projectile_explosive;3), tech(torpedo_tubes;3), tech(torpedo_prop;3), tech(torpedo_size;3), tech(engine_engine;1)","tech(gun_sec;1), tech(aim_control;1), tech(torpedo_tubes;1), tech(armor_quality;5), tech(hull_strength;5), tech(engine_engine;3), tech(engine_boiler;5), tech(engine_special;5) ",money(+3500000),,,,,,,,,,,18800000,24400000
New_Mission_4,$MissionData_Name_New_Mission_4,,,$MissionData_Goal_New_Mission_4,$MissionData_Desc_New_Mission_4,New_Mexico_Class_Battleship_2,150:00,1625000000,kill(100;bb),"bb_2_russia, bc_2_var, ca_3_german",,"
",1914,"bb_2_usa(1;1), bb_2_usa(1;0.33), dd_3(1;1), dd_3(1;0.7), dd_3(2;0.5)",1921,14500,1500,"no_retreat, country_enemy(usa), weather(weather_cloud)",2000,2000,$MissionData_ss1_complex_test_10_new,$MissionData_tt1_complex_test_10_new,$MissionData_ss2_complex_test_18,$MissionData_tt2_complex_test_10_new,$MissionData_ss2_speed_test_1,$MissionData_tt3_complex_test_10_new,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_8,"tech(gun_sec;5), tech(gun_main;5), tech(aim_control;5), tech(gun_layout;10), tech(gun_mech;5), tech(projectile_shell;5), tech(projectile_explosive;5) ","tech(armor_quality;3), tech(armor_forging;3), tech(hull_strength;3), tech(surv_internal;3), tech(engine_engine;3), tech(engine_boiler;3), tech(engine_special;3)","tech(gun_sec;3), tech(gun_main;3),  tech(gun_layout;6), tech(armor_quality;1), tech(hull_strength;2), tech(surv_internal;2), tech(engine_engine;2), tech(engine_boiler;2), tech(engine_special;2)",money(+750000000),,,,,,,,,,,1250000000,1625000000
complex_test_7,$MissionData_Name_complex_test_7,,,$MissionData_Goal_complex_test_7,$MissionData_Desc_complex_test_7,Bayern_class_battleship,200:00,1096900000,"kill(65), protect(100;bb), protect(100;bc)","bb_3(0.85), bc_4_britain",,dd_3(2;0.75),1920,"bb_1(2;0.7), ca_2(1;0.7), ca_1(1;0.7), cl_2_straightbow(3;0.7), dd_2(4;0.7)",1915,14500,3000,"no_retreat, random_pos, weather(weather_cloud)",2000,2000,$MissionData_ss1_New_Mission_1,$MissionData_tt1_complex_test_7,$MissionData_ss1_complex_test_6,$MissionData_tt2_complex_test_7,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(gun_sec;15), tech(gun_main;15), tech(aim_control;15)",money(+825000000),,,,,,,,,,,,,843800000,1096900000
complex_test_9,$MissionData_Name_complex_test_9,,,$MissionData_Goal_complex_test_9,$MissionData_Desc_complex_test_9,_GameTip_BattleshipsonHeavySea,150:00,365700000,"kill(100;bc), protect(40) ","ca_3_generic, ca_3(0.7), cl_3(0.7), cl_2_straightbow(0.7), dd_3(0.7)",,"tr(2;0.6), tr(2;0.7), tr(1;0.9)",1910,bc_3(1;1),1925,13000,1000,"no_retreat, random_pos",3000,4000,$MissionData_ss1_New_Mission_1,$MissionData_tt1_New_Mission_1,$MissionData_ss1_complex_test_5,$MissionData_tt1_complex_test_5,$MissionData_ss1_complex_test_6,$MissionData_tt3_complex_test_9,$MissionData_Goal_ironclad_3,$MissionData_Goal_ironclad_3,"tech(gun_sec;7), tech(gun_main;7), tech(aim_control;7), tech(gun_mech;7)","tech(projectile_shell;10), tech(projectile_explosive;10), tech(torpedo_tubes;7), tech(torpedo_prop;7), tech(torpedo_size;7)",money(+200000000),,,,,,,,,,,,281300000,365700000
